,station_nm,dec_lat_va,dec_long_va
18364307,051556-- Mb OW-1D,39.86430556,-74.4793056
18365059,051557-- Mb OW-1M,39.86430556,-74.4793333
18365811,FR-74,39.8647859,-83.0079612
18366023,Forest City 12,39.86527335,-95.0888619
18366375,FR-109,39.865897,-83.0096279
18370747,"NAWQA AG WELL TPREF1 AT INDIANAPOLIS, IN",39.8663111,-86.2874583
18371592,HENDRICKS 5 (HD 5),39.86638889,-86.4252778
18374532,Forest City 11,39.8666622,-95.0885841
18384510,CL-10 OH,39.86867016,-84.0202127
18390938,Forest City 9 - USGS,39.86999548,-95.0827507
18396462,050851-- QQWHwh-3B,39.87188889,-74.49327778
18397905,MT-1260 MIAM NAWQA REF WELL BVAS REF-01 TYLRS. DAM,39.87173889,-84.1690472
18398503,"USGS WELL SCHOOL BRANCH SNW AT BROWNSBURG, IN",39.8731083,-86.3616806
18401875,"NAWQA AG WELL TP26 NEAR BROWNSBURG, IN",39.87311389,-86.36168889
18405248,"USGS WELL SCHOOL BRANCH SNE AT BROWNSBURG, IN",39.87319167,-86.3614917
18408620,"USGS WELL SCHOOL BRANCH DNE AT BROWNSBURG, IN",39.87320278,-86.3614861
18411982,FR-274 AT CNTY WTP SHALLOW SR 23 & I270 AT COLS OH,39.8733971,-83.0012943
18412203,070117-- Hutton Hill 1 Obs,39.87483599,-74.9529444
18448361,150323-- 3 Obs,39.8765021,-75.1635113
18458435,HENDRICKS 6 (HD6),39.87777778,-86.4591667
18458980, (D-11- 1) 8aad- 1,39.87634328,-111.8421572
18461563,051528-- McDonalds Branch 2,39.87863889,-74.5153611
18462841,051538-- McDonalds Branch 2 Shallow,39.8788611,-74.5153056
18463339,"CL-286 MIAM NAWQA LUS WELL BVAS URB-26 MEDWAY, OH",39.8790972,-84.02216389
18463937,050836-- QWO-3B,39.87928387,-74.497374
18465479,HENDRICKS 8 (HD 8),39.87916667,-86.4597222
18466694,070283-- Egbert Obs,39.8795578,-75.0757283
18472089,GR   801,39.88313348,-80.4514605
18474419, (C-11-17)12cbb- 1,39.8829958,-113.7186024
18477706,050841-- QWC-3A,39.88372824,-74.49765189
18479848,M-2 OH,39.8836714,-83.456031
18498891,Forest City 8,39.88555115,-95.0891399
18499242,051389-- New Lisbon 1 Obs,39.88594948,-74.588766
18519272,051558-- Mb OW-2M,39.88680556,-74.5059167
18520357,051559-- Mb OW-2S,39.88680556,-74.50588889
18521459,051529-- McDonalds Branch 1,39.88705556,-74.5023333
18522753,051560-- Mb OW-2D,39.8868333,-74.5059167
18523861,P10103-- PH 19,39.88733538,-75.1690672
18525072,CH    11,39.88733029,-75.8124429
18534313,051155-- Medford MW-1,39.88766965,-74.829385
18545980,P10111-- PH 20 -NAVY 20,39.8878909,-75.1799011
18559028,CL-11 OH,39.88766944,-83.99186389
18566632,070201-- Ind 1,39.88844654,-75.131565
18571750,070204-- Ind 4,39.88955764,-75.1321206
18573256,FR   818   Franklin County Observation Well,39.8893611,-77.6146111
18581763,290425-- Webbs Mills 2 Obs,39.8893333,-74.38052778
18582531,FR-263 AT AMER AGG E,39.89006388,-83.0040722
18583266,051604-- MBHT5-1D,39.89080556,-74.5218611
18584330,FR-264,39.89145259,-83.02518409
18585797,Forest City 10,39.89193929,-95.0402503
18586131,MARION 40 (MA 40),39.8922222,-85.9958333
18589056,PH    12 Philadelphia County Observation Well,39.8951131,-75.1721229
18610878,Forest City 6,39.896385,-95.1252518
18611229,M-5A OH,39.8978379,-83.48880969
18618832,M-5 ST OF OH AT LONDON COR INST NR LONDON OH,39.8978379,-83.4890875
18624790,070221-- Coast Guard 1,39.89894444,-75.1269444
18634700,070573-- Coast Guard 2,39.89891667,-75.1268611
18636483,070574-- Coast Guard 3,39.89872425,-75.1268425
18638086,Forest City 7,39.8986111,-95.0880278
18638184,M-4 OH,39.89922675,-83.5121435
18652913,070322-- Oaklyn Test,39.89980556,-75.07888889
18653768,GR   813,39.90090839,-80.1831188
18655303,GU-9 OH,39.90507224,-81.500677
18655450,291056-- 18D Obs,39.9092851,-74.17013979
18655950,CH    10 Chester County Observation Well,39.9137222,-75.8141944
18677404,GR   525,39.9172988,-80.4220142
18678356,GU-7,39.9172944,-81.5006769
18678625,Forest City 3,39.9172193,-95.1927531
18678959,GU-10 OH,39.91812759,-81.4745648
18679077,GU-5 OH,39.91896109,-81.5242887
18679101,DE   723 Delaware County Observation Well,39.9200833,-75.4930556
18694294,GU-1010,39.92062776,-81.5348446
18694877,GR   253,39.92090887,-79.9300518
18695298,FR   353,39.92203535,-77.7758274
18695858,GU-6 OH,39.92257216,-81.5045658
18696231,050258-- Medford 1 Obs,39.9234467,-74.8398858
18734147,050261-- Medford 5 Obs,39.92372449,-74.8398858
18772468,FU    94,39.9239782,-77.9836122
18773158,FR   354,39.9256466,-77.74443749
18773733,Forest City 2,39.9333302,-95.1805309
18774067,GU-105,39.9350721,-81.51678829
18774087,GU-104,39.9350721,-81.517066
18774107,GU-106,39.9353499,-81.517066
18774127,290534-- Toms River 2 Obs,39.93595145,-74.2106973
18792992,GR   815,39.9359075,-80.2311752
18794610,GU-3 OH,39.936461,-81.5159549
18794908,GU-11 OH,39.94368309,-81.4873427
18795058,CL-9 OH,39.94422548,-84.0227135
18812967,BD   508,39.9492491,-78.5041843
18813381,GU-2 OH,39.9520165,-81.5215105
18813651,"NAWQA AG WELL TP8 AT NEW CASTLE, IN",39.95313889,-85.3416944
18814442,290486-- Obs,39.95400585,-74.3757036
18821006,LI-5 OH,39.95478597,-82.7615613
18828499,M-3 OH,39.9611718,-83.43241989
18846336,070930-- Puchack MW-12M,39.96527778,-75.0419444
18847666,SC00109814ADC1 TH 75-6A,39.96444444,-108.3541667
18850334,SC00109814ADC2 TH 75-6B (C1-98-14 ADC2),39.9647222,-108.3536111
18853002,070910-- Puchack MW-2D,39.96705704,-75.0657285
18854219,MU-1B OH,39.96784537,-81.9920802
18880269,GR   804,39.96868654,-80.4475688
18882104,070354-- Petty Is Obs,39.9698348,-75.0985079
18882935,GR   803,39.97007538,-80.4467354
18885389,070916-- Puchack MW-5M,39.97316808,-75.0521168
18889284,FR   380,39.9750903,-77.7363814
18889817,LI-6 OH,39.9750638,-82.48793409
18897310,GU-4,39.9756273,-81.4828978
18897423,050274-- Campbell 1 Obs,39.97816796,-74.984336
18898281,CL-7 OH,39.9778376,-83.8310408
18921266,GR   814,39.97812947,-80.0722782
18923035,070367-- Puchack 3/3A,39.9777222,-75.0515
18924383,070927-- Puchack MW-9D,39.9795569,-75.0482278
18925731,AD   146 Adams County Observation Well,39.97927778,-77.0691667
18946484,GU-1,39.97979417,-81.5256769
18946517,MI-3A OH,39.97988889,-84.1485278
18953446,MI-3,39.9800561,-84.148552
18964822,YO   241,39.98204255,-76.6710773
18968194,GU-1011,39.98201627,-81.49456479
18968298,GU-13,39.9828496,-81.4951204
18968358,"CL-138 NR SPRGFLD,OH",39.9831157,-83.7352047
18971530,070539-- TW-6-79,39.98372355,-75.05683939
18972344,GR   530,39.9870175,-80.2556187
18973203,SO   854  Somerset County Observation Well,39.9888333,-79.0375
18981718,051476-- Rancocas St Pk MW3,39.9912232,-74.840442
18989456,290085-- Toms River 84 Obs,39.99150646,-74.23847688
19008429,290100-- Normandy 3,39.9990066,-74.061803
19010519,LN  2041,39.9992655,-76.2641249
19020153,FR     2,39.99953466,-77.6588793
19031278,HAMILTON 7 (HA 7),40.00003259,-86.0421864
19039359,SO     2 Somerset County Observation Well,40.00141667,-79.2391111
19071269,050645-- Willingboro 2 Obs,40.0028897,-74.870721
19090293,CH  2361,40.01427316,-75.6999396
19091339,FR   358,40.01620068,-77.7149918
19091871,FR-10 OH,40.0170085,-83.03824028
19119194,050648-- Willingboro 3-Obs,40.0173611,-74.9021667
19119971,HAMILTON 9 (HA 9),40.01779167,-86.0418778
19122434,Jameson,40.0182222,-93.98775
19123050,FA   325,40.0200741,-79.4280912
19124448,SB00107028DBC1,40.01998547,-105.233322
19124811,SB00107028DBA2,40.02081879,-105.2310998
19125176,SB00107028DBA1,40.02109657,-105.2313776
19125541,B-3 OH,40.02173698,-81.1392715
19139858,HAMILTON 10 (HA 10),40.021625,-86.0471222
19141621,291059-- Rlf-30 Obs,40.0223375,-74.4479288
19153406,CU   970,40.02290278,-77.4745611
19153707,MG   133,40.02316666,-75.31213038
19161703,MADISON 10 (MD 10),40.02527778,-85.8452778
19164502,051250-- McGuire 08-MW-52,40.03011354,-74.58848899
19174804,051251-- McGuire 08-MW-102,40.0301135,-74.58876678
19185106,1N 40W 29BB2 Haigler,40.0286722,-101.8712611
19199905,LI-2,40.0331195,-82.4723783
19201718,291390-- Bomarc MW-108,40.03539288,-74.437095
19202063,CU     2  Cumberland County Observation Well,40.03527778,-77.3080833
19228871,290503-- Mantoloking 6 OBS,40.0363611,-74.0523611
19243590,290504-- Mantoloking 17,40.0364502,-74.05230308
19247483,050063-- Willingboro 1 Obs,40.03705587,-74.8518313
19252845,BD   150  Bedford County Observation Well,40.0376111,-78.4719167
19274509,WS     1,40.0389614,-80.20506029
19277331,BD   154,40.04035865,-78.4686281
19281415,PH   400,40.0409448,-74.9935031
19282599,PH  1043 Philadelphia County Observation Well,40.0414722,-75.1793333
19287049,291060-- Lnas-Ec Obs,40.04372666,-74.3573702
19298916,WS   155 Washington County Observation Well,40.0425,-80.4368333
19318398,050440-- Rhodia 1 Obs,40.04527778,-74.70638889
19338820,CH  2273,40.04530556,-75.8118333
19343060,MONTGOMERY 7 (MY 7),40.04642109,-86.8058225
19363761,Rosendale,40.04769444,-94.8163056
19363858,FU    93  FULTON COUNTY OBS WELL,40.05063935,-78.15084148
19374729,LI-1,40.05062025,-82.418765
19375823,YO   180  York County Obs Well (Discontinued),40.05565138,-76.75385628
19387903,CH  2313,40.0573333,-75.5564722
19388304,CH  4396,40.0603836,-75.5732579
19388756,CH  4404,40.0620503,-75.56714618
19389196,WS   303,40.0634059,-80.0995003
19389975,"NAWQA AG WELL TP18 NEAR DURBIN, IN",40.06594444,-85.9389444
19390825,290138-- Colliers Mills 1 Obs,40.07066978,-74.450151
19430311,BD   654  Bedford County Observation Well,40.08063544,-78.508073
19432474,Coffey,40.0829722,-93.9724722
19433090,LN   514  LANCASTER COUNTY OBS WELL,40.08509644,-76.3974618
19462853,D-2 OH,40.08727135,-84.5824542
19479706,BOONE 17 (BO 17),40.0922538,-86.3108062
19493709,FR-523 AT NGWA,40.09438889,-82.9010333
19500685,DELAWARE 4 (DW 4),40.0947222,-85.3583333
19521897,B-1 NEAR WTR DEPT PUMPING PLT MARTINS FERRY OH,40.10534998,-80.70869179
19524831,WS   322,40.10757205,-80.29756269
19525350,CH-3 OH,40.1106133,-83.7607634
19549575,MADISON 12 (MD 12),40.1113333,-85.6937778
19551188,250486-- DOE-Sea Girt Obs,40.11983727,-74.03347
19565891,LN  1653,40.1270419,-75.9818879
19566178,LN  1648,40.1273197,-75.9791099
19566261,LN  1652,40.12731969,-75.9810545
19568707,LN  1659,40.12759748,-75.9788321
19570934,LN  1651,40.12759746,-75.98049889
19573369,LN  1647,40.1278752,-75.97994328
19573625,LN  1643,40.128153,-75.97827649
19576060,LN  1650,40.12815299,-75.9804989
19578494,LN  1644,40.12843078,-75.9782765
19579775,19N9E-2.2a,40.1282222,-88.1470833
19580075,LN  1646,40.1289863,-75.9793876
19582510,LN  1649,40.12898628,-75.98133219
19584945,LN  1661,40.12898627,-75.98188778
19585097,LN  1645,40.1295418,-75.9782764
19587532,19N9E-2.1b,40.13080556,-88.1445278
19587866,19N9E-2.1b2 (CHAM-09-06),40.13080556,-88.14463889
19590235,19N9E-2.4c,40.13130556,-88.1513611
19590593,19N9E-2.2c,40.13313889,-88.1470833
19590936,CH   152,40.13482654,-75.51296768
19597562,MG   225  Montgomery County Observation Well,40.13616667,-75.3506944
19622426,         MW3,40.1411996,-77.3630402
19623078,250429-- Allaire State Park C Obs,40.142892,-74.14236318
19641979,CH  2328,40.14666667,-75.6961944
19644470,LI-4 OH,40.1467316,-82.4196
19655106,  2N 38W10DD  1  BENKELMAN,40.14832705,-101.59628
19671238,YO  1147 York County Observation Well,40.1549722,-76.8229167
19679888,  2N 18W 9BCC 1  ALMA,40.1555664,-99.3656542
19686074,CS-109 CO6 W10-3,40.1622942,-81.746238
19686927,CH-42 NR URBANA OH,40.16366739,-83.80021
19690294,CS-100 CO6 W1-1,40.16423867,-81.7504048
19691858,CS-133 CO6 P6-1,40.1661831,-81.7467935
19692371,JE-106 J11 W4-1,40.1672923,-80.8714784
19693232,JE-108 J11 W6-1,40.16784785,-80.8717562
19694669,JE-110 J11 W8-2,40.16868116,-80.8731452
19698904,JE-117 J11 P10-1,40.1692367,-80.870645
19699406,JE-105 J11 W3-1,40.1695145,-80.8714784
19699463,JE-103 J-11 W1-1,40.16979228,-80.8709228
19703412,250716-- MW-3 Obs,40.17900198,-74.2379224
19703893,250717-- Turkey Swamp 1 Obs,40.17969444,-74.3336944
19704328,Deer Ridge Wildlife Area,40.1833611,-91.8297778
19704426,250635-- Howell Twp 1 Obs,40.18483529,-74.2001434
19767186,JE-100 J08 W5-1,40.188126,-80.8000853
19767692,MI-43 OH,40.1893111,-84.24268889
19771930,Maitland,40.195,-95.0791667
19772467,CLINTON 4 (CN 4),40.19527778,-86.6625
19775322,LN  1674,40.19592715,-76.1871723
19776408,LN  1681,40.19648269,-76.1852277
19777043,LN  1682,40.19676047,-76.18272758
19777188,LN  1669,40.19703824,-76.1816164
19780368,LN  1675,40.197316,-76.1849499
19781436,HAMILTON 8 (HA 8),40.1975,-86.0505556
19784496,LN  1679,40.19787155,-76.182172
19787255,LN  1676,40.19787154,-76.1832831
19790437,LN  1670,40.1989826,-76.1821719
19793119,LN  1677,40.1989826,-76.1843943
19796179,BK  1020 Bucks County Observation Well,40.19913889,-75.0503333
19814145, Brk-0066,40.2047222,-80.6077778
19829527,250800-- MW72,40.20816658,-74.4829298
19836645,YO   842,40.2092575,-76.8474724
19837866,CS-3 OH,40.21562667,-81.8806871
19854301,MADISON 11 (MD 11),40.21888889,-85.66138889
19855988,MG   884,40.21955079,-75.3043429
19866433,WS   182,40.22007095,-80.3325627
19867217, (C- 7- 8)10cbd- 1,40.21994218,-112.7405206
19885152,MG  1145,40.2201067,-75.286287
19886720,MG  1146,40.2220511,-75.2860092
19888903,CU   200,40.2220343,-76.968031
19891761,MG  1149,40.2226066,-75.2876758
19891973,MG  1147,40.2228844,-75.2862869
19892186,250350-- Whitesville 2,40.22316829,-74.03180458
19893058,MG  1842,40.2224861,-75.2862222
19893270,WS   205,40.2231266,-80.388398
19894054,MG  1148,40.22343996,-75.2871202
19894263,MG    72,40.2273596,-75.2740643
19896446,MG  1441,40.23193948,-75.2992617
19896629,CU   901,40.2333611,-76.9258611
19896839,  3N 40W16BBB 1  Lamont,40.2336037,-101.8524003
19899546,  3N 19W10CDAA1 MASCOT,40.23778817,-99.4520472
19903499,MG    81,40.24476444,-75.2870721
19905005,Spickard,40.2456111,-93.7394722
19905943,MG     2,40.24787366,-75.6596304
19916151,MG   152,40.2503617,-75.2793719
19916643,MG  1270,40.2501536,-75.2681912
19916808,MG   618,40.2519673,-75.27598018
19919937,LO-3 OH,40.25283278,-83.7454883
19930620,250216-- PW 1,40.25511056,-74.3745934
19931649,SB00304603DBC1,40.25498728,-102.4996456
19932014,MG    82,40.25625305,-75.2885803
19933556,097  N28 E20 31BACD1    USGS - Sand Pass Divide,40.25533889,-119.7858556
19936053,RANDOLPH 3 (RA 3),40.25893208,-85.1480245
19957234,MG   623,40.26008338,-75.2954721
19957957,250353-- Fort Monmouth 1-Nco Obs,40.2617783,-74.09125138
19972377,210028-- Civil Defense Obs,40.26483028,-74.8362747
19980972,DA   840,40.26841667,-76.6875
19981104,210577-- MW-57Br,40.2684361,-74.8147944
19981276,210573-- MW-59Br,40.2682583,-74.8155222
19982420,210534-- MW-39Br,40.2686583,-74.8111806
19983931,210551-- MW-42Br,40.2686083,-74.8111972
19985426,210535-- MW-3Br,40.26929167,-74.8090611
19987349,210548-- MW-51Br,40.27026667,-74.8089056
19988906,210582-- MW-55Br,40.27041667,-74.8135
19989246,210517-- MW-12Br,40.2707722,-74.80906389
19989455,210519-- MW-14Br,40.27076389,-74.8098444
19989881,CS-4 OH,40.27277778,-81.6722222
19996042,LN  1351 Lancaster County Observation Well,40.27702778,-76.1206667
20004691,21N7E-13.4h1 (CHAM08-09A),40.2815722,-88.355675
20008481,21N7E-13.4h4 (CHAM08-09WT),40.2815833,-88.3556111
20013346,  4N 38W30BCC 1  ENDERS,40.28582667,-101.6632265
20024984,BA   369,40.2850768,-78.3741804
20025363,SH-5 OH,40.2853083,-84.1753361
20036807,SH-4 STOLLE CORP SIDNEY OH,40.28671616,-84.1763326
20041775,MG   917  Montgomery County Observation Well,40.2927222,-75.2866667
20051728,CS-2A OH,40.2928479,-81.8770771
20059333,CS-2,40.29312568,-81.8770771
20069428,4N 14W23CCDA1  UPLAND  NE-NP-SWR-A,40.29306924,-98.8745226
20075273,WS   265,40.29562556,-80.31367289
20076028,210289-- Bristol-Myers 100 Obs,40.29816305,-74.80932958
20089873,210364-- Cranston Farms 15 Obs,40.30121878,-74.7234936
20102546,WS   277,40.30173659,-80.30256139
20103301, (C- 6- 2)14aba- 1,40.30494989,-112.0299383
20121250,210395-- MW-2 Obs,40.30177499,-74.5921003
20121595,U-4 OH,40.3072806,-83.4310345
20140071,210703-- Alliger Obs,40.30888889,-74.8219444
20141831,210366-- Wash Crossing Pk 14 Obs,40.31038498,-74.85377538
20153720,SB00406614CAD,40.3095,-104.7465833
20154208,SB00406614CBB2,40.31027778,-104.7524722
20154711,BA   329,40.3114653,-78.3130683
20155075,SB00406614DBA,40.3116111,-104.7403056
20155558,HU   301 Huntingdon County Observation Well,40.31230556,-78.13125
20186366,WS   271,40.3136809,-80.3289512
20187121,250495-- Dge Tc-40--SEALED,40.31416667,-74.05002778
20187184,  4N 18W15AD  1  RAGAN,40.3158444,-99.3314866
20193008,250250-- Village 215 Obs,40.32177635,-74.25764558
20212558,22N7W-28.5a (IL Tree Nursery),40.32041667,-89.89575
20215362,Indian Hills,40.32225,-92.2173889
20215460,22N3W-29.8a2 (MTH-17N),40.3226111,-89.4726111
20224767,210704-- Scotch Rd Obs,40.3261111,-74.81638889
20230939,BK  1341,40.32621739,-75.0746149
20231350,22N7W-29.1d1 (DP-1),40.3262222,-89.9048056
20232055,22N7W-29.1d2 (SH-1),40.32619444,-89.9048056
20232821,CA     1,40.3264629,-78.9180808
20248566,U-5 OH,40.33616784,-83.5385381
20260253,230228-- Forsgate 3 Obs,40.3376081,-74.4654297
20273042,210358-- Princeton 1-Brick Rd Obs,40.33982945,-74.6548804
20273523,LB   377,40.3398139,-76.4355178
20278280,210359-- Princeton 2-Chill Pl Obs,40.34232939,-74.6565471
20279101,BK  1840,40.34649508,-75.0218359
20279524,BE   341,40.34675906,-76.1285554
20281028,230796-- Test 5 Obs,40.34955169,-74.599323
20285368,4N 24W 2BAAB1  HOLBROOK  NE-NP-SWR-A,40.350284,-99.9976282
20289711,BE   205,40.35203705,-75.9966033
20291546,HU     1,40.3522983,-78.1386186
20300546,230291-- Forsgate 1 Obs,40.35260754,-74.5032087
20319441,230292-- Forsgate 2 Obs,40.35260754,-74.502931
20342464,DA   350 Dauphin County Observation Well,40.35508826,-76.7724703
20357682,DL-3 OH,40.35728316,-83.0676874
20385047,210088-- Honey Br 10 Obs,40.35871758,-74.7693286
20393238,DA   353,40.35897699,-76.7891374
20397358,210365-- Carter Rd Obs,40.36066208,-74.732383
20411119,WE   300 Westmoreland County Observation Well,40.3604722,-79.0558333
20431845,190249-- Hunter Rd Tb 3 Obs,40.3614951,-74.8990547
20432679,230104-- Morrell 1 Obs,40.3620529,-74.3132028
20447215,190250-- W AMWell Fire Tb 2 Obs,40.36288396,-74.89711018
20448189,190251-- Corsalo Rd 1 Obs,40.36427285,-74.8809986
20461109,LB   736,40.366203,-76.3246775
20461599,LB   372 Lebanon County Observation Well,40.36875,-76.3017222
20480343,250272-- Marlboro 1 Obs,40.3689976,-74.2473674
20499180,210705-- Gomez Tract Obs,40.36888889,-74.8494444
20500941,BK  2168,40.3695504,-74.9551675
20501233,CS-112 A06 W3-1,40.3695125,-81.8017978
20501655,CS-116 A06 W7-1,40.3695125,-81.8042979
20502667,SB00508719ABA2,40.3824766,-107.1883889
20503773,SB00508720BBA2,40.3824767,-107.179222
20504880,SB00508719DBA3,40.37525458,-107.1883888
20505655,DA   868  Dauphin County Observation Well,40.382,-76.70575
20513686,BK  1744,40.38288259,-75.1446169
20514148,U(D- 1- 1)19aad- 1,40.3865833,-109.9166389
20516650,GRANT 8 (GT 8),40.3894833,-85.805258
20537857, (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775
20555766,PE   511,40.39425168,-77.1288698
20565535,K-1 OH,40.3956176,-82.5018298
20593824,250771-- Sandy Hook 2 Obs,40.39733124,-73.9770822
20603716,Wayland,40.3972649,-91.5787702
20616854,JU   351  Juniata County Observation Well,40.40302778,-77.62988889
20637447,WS   324,40.40534629,-80.4172874
20638034,250715-- Atlantic Highlands B Obs,40.40733107,-74.0048608
20650064,AU-4 OH,40.4078254,-84.3760614
20656492,230182-- Dom,40.41371847,-74.3048692
20657473,BA    74  Blair County Observation Well,40.4145,-78.45338889
20677652,230184-- Runyon A4,40.4162182,-74.3340368
20678494,350028-- Seven,40.41954998,-74.6873818
20679494,350139-- MW109,40.4201055,-74.694882
20687298,230189-- Runyon R50,40.42371807,-74.331259
20688259,250316-- Sandy Hook Sp1 Obs,40.42677508,-73.98430479
20689269,230194-- Runyon 1 Obs,40.4267735,-74.3379259
20690283,251236-- GWW31,40.43015,-73.9898667
20690675,251237-- GWW32,40.4301,-73.9896667
20691231,251239-- GWW34,40.4301,-73.9895667
20691787,230343-- Sun Biscuit 5,40.4314956,-74.3420927
20692769,230070-- Fischer Obs,40.43205038,-74.4548742
20711737,230433-- So River 4,40.432051,-74.3587599
20711841,230344-- Sayreville 2 Obs,40.43288449,-74.3365369
20712823,23N11W-22.8a1 (Hoopeston CRN),40.43319444,-87.5906944
20724097,BE   623 Berks County Observation Well,40.4374722,-75.88425
20742282,Tarkio Glacial Drift Aquifer,40.4383333,-95.3741667
20742380,6N 15W34DC  1  MINDEN  NE-NP-SWR-A,40.4402914,-98.9961948
20746153,250206-- Keyport 4 Obs,40.4403851,-74.19542149
20749589,Tarkio Alluvial Aquifer,40.4408333,-95.3683333
20749687,IN   856,40.4422933,-78.9583608
20750106,230439-- South River 2 Obs,40.44260629,-74.3662602
20751037,BK   929 Bucks County Observation Well,40.4451111,-75.2504444
20771846,190002-- Bird Obs,40.44566016,-74.9429452
20789170,Cainsville,40.44902778,-93.7837778
20790437,23N3E-9.6a2,40.45900556,-88.8775222
20792038,TIPPECANOE 17 (TC 17),40.45947936,-87.0594572
20817550,PE   684 Perry County Observation Well,40.46044444,-77.1686944
20826018,23N3E-9.6a1,40.4600222,-88.8773861
20829350,23N3E-9.7b,40.46084444,-88.8781611
20833172,23N3E-9.7b4 (MW5U4),40.46141667,-88.8778611
20834549,230404-- Morgan 1 Obs,40.46260645,-74.27875719
20836897,K-4 OH,40.4631165,-82.628503
20847227,CA   462  Cambria County Observation Well,40.4625833,-78.7590556
20853210,23N3E-9.6d,40.4637833,-88.877275
20854811,  6N 41W21CCC 1  CHAMPION,40.46582847,-101.9871279
20866240,231077-- Jcp&L-Say,40.47538339,-74.3551487
20866714,MR-2 OH,40.47587989,-84.63106889
20887396, (D- 4- 5)15aab- 1,40.4777325,-111.3612904
20887653, (D- 4- 4)11dcd- 1,40.4782888,-111.4596306
20887910,GRANT 11 (GT 11),40.48,-85.5672222
20890470,BENTON 4 (BE 4),40.4808697,-87.3597384
20907281,TU-8 OH,40.4828428,-81.4517819
20913724,  6N  9E15ADDD1  STERLING,40.4866662,-96.3880693
20917721,BK  2007,40.49926925,-75.1432286
20918169,BV   156  Beaver County Observation Well,40.5015,-80.4221944
20938992,IN   859,40.50701106,-79.3539278
20939411,  6N 11E 4DDDD1  COOK,40.5088888,-96.1802866
20945864,Sheridan,40.51519444,-94.6129722
20953148,BK  2128,40.5203793,-75.2432314
20953582,231165-- Golf 13 Obs,40.5189928,-74.46959738
20957134,7N 20W31CD  1 BERTRAND  NE-NP-SWR-A,40.52556319,-99.6365008
20960912,231330-- MW-12A,40.52649275,-74.4618194
20964362,K-5 OH,40.5267269,-82.6085028
20964861,IN   833,40.52895819,-78.9375278
20965378,MF   367,40.5295176,-77.8241631
20965703, (D- 3-20)25abc- 2,40.5327362,-109.6234743
20976984,350138-- MW110,40.53325,-74.7018056
20984788,TU-3 OH,40.5353416,-81.49372858
21007931,LE   302,40.53676585,-75.3946249
21011341,7N 18W31AA  1 HOLDREGE  NE-NP-SWR-C,40.5380657,-99.3998229
21014813,SC     1,40.5398124,-76.3780113
21031687,  7N  7E26CDDB1 FIRTH,40.5397228,-96.601963
21036039,LE   860 Lehigh County Observation Well,40.54065228,-75.5746308
21056288,AU-3 OH,40.5425494,-83.9624415
21074118,  7N 38W29CBB 1 IMPERIAL,40.5447181,-101.6668369
21085547, (D- 3- 4)24abd- 1,40.54884268,-111.4401872
21085678,231491-- MW134A,40.5500833,-74.3415
21090388,Hopkins,40.55027778,-94.8231389
21090486, (D- 3- 1)18cba- 1,40.55828174,-111.8885457
21094231,7N   1W19AA  2  BURRESS,40.56556147,-97.4658824
21094353,  7N  6E15DCCC1  PRINCETON,40.56666856,-96.7322441
21099206,CASS 3 (CS 3),40.56864927,-86.299163
21120119,IN   822,40.5689575,-78.9100278
21120607,MN-4 OH,40.5703356,-83.2846408
21139124,LE   644 Lehigh County Observation Well,40.5751111,-75.6562222
21158784,CA   459  Cambria County Observation Well,40.57616667,-78.5060833
21161000,MN-1 OH,40.57866776,-83.3843665
21189319,IN   801,40.58062218,-79.2005913
21190060,Vandike Farms,40.58091667,-92.49175
21190158, (D- 3- 1) 2ccc- 1,40.58105956,-111.8127103
21197672,190276-- Environmental Ctr 1 Obs,40.57732477,-74.86044348
21209535,Battle of Athens SP,40.5836111,-91.7011111
21209633,Battle of Athens State Park,40.58444444,-91.6958333
21211191,NP    83,40.58648799,-75.3496238
21213550,IN   364,40.58645536,-79.2150362
21214278,TU-9 OH,40.58783974,-81.60845719
21220420,  7N 41W11DAA 1  LAMAR,40.58777385,-101.9354582
21231954,190270-- Readington 11 Obs,40.5881582,-74.7565514
21244573,IN   389,40.58923314,-79.2072582
21245247, (C- 3- 1) 2aab- 2  MW6,40.5933861,-111.913986
21245380, (C- 3- 1) 2aab- 1  MW5,40.5938111,-111.9128194
21245513, (C- 3- 1) 2aab- 4  MW4,40.59408056,-111.9147778
21245646, (C- 2- 6)36dcc- 1,40.5941091,-112.4755103
21251481, (C- 3- 1) 2aab- 3  MW3,40.5946611,-111.913811
21251614,  7N 39W 9AAA 1  HAGGARD,40.59527378,-101.7426721
21252913, (C- 2- 1)35ddc- 2  MW2,40.59575278,-111.9144333
21253046, (C- 2- 1)35ddc- 1  MW1,40.5963583,-111.913861
21253179,IN   803,40.5989546,-79.36420659
21253915,TU-4 OH,40.59922874,-81.52650869
21277020,MN-2 OH,40.60033618,-83.1843596
21303832,067N42W21DCC        1995FRE3E51,40.60055698,-95.6674937
21304149,067N42W29BAA        1995FRE3D51,40.60055699,-95.6877723
21304466,067N43W25AAA        1995FRE3C42,40.600557,-95.7163846
21304783,067N43W23DDD        1995FRE3B40,40.60111257,-95.735552
21305100,067N43W23DCC        1995FRE3A46,40.60139035,-95.743608
21305417,NP    85,40.6050989,-75.3435126
21313152, (C- 2- 4)33aac- 1,40.60666667,-112.2972222
21316431,IN   864,40.6081223,-79.0716993
